group_id,pre_ai_exposure,pre_high_ai_share,pre_weighted_n,age_group,gender,education,income_group,parent_status,pre_ai_exposure_z,exposure_bin
35_44|men|hs|lt_500_week|nonparent,0.06300072407070342,0.02195243019968618,415600297.152068,35_44,men,hs,lt_500_week,nonparent,-0.46275588280276414,Q2
55_64|women|hs|1500plus_week|nonparent,0.05761390790343859,0.009445634686724155,262169073.93848303,55_64,women,hs,1500plus_week,nonparent,-0.74679121746035,Q1_low
65_plus|men|lt_hs|lt_500_week|nonparent,0.05555994314868578,0.009013253356771965,221457326.22609,65_plus,men,lt_hs,lt_500_week,nonparent,-0.8550924010122145,Q1_low
65_plus|women|some_college|1500plus_week|nonparent,0.06233879656587129,0.009645536619237867,126034936.81870602,65_plus,women,some_college,1500plus_week,nonparent,-0.49765790925330083,Q2
35_44|women|lt_hs|lt_500_week|nonparent,0.08171988290205096,0.04807193099695177,136823635.57042798,35_44,women,lt_hs,lt_500_week,nonparent,0.5242654630305328,Q4_high
45_54|men|lt_hs|lt_500_week|parent,0.05808993468287613,0.0009733844494069047,143049669.438709,45_54,men,lt_hs,lt_500_week,parent,-0.7216913400178703,Q1_low
35_44|men|ba_plus|lt_500_week|nonparent,0.0854658225685403,0.06200904945771893,183364207.914052,35_44,men,ba_plus,lt_500_week,nonparent,0.7217808772828559,Q4_high
35_44|women|hs|no_valid_earnings|nonparent,0.07065198681390632,0.03054714531523952,613200548.140612,35_44,women,hs,no_valid_earnings,nonparent,-0.05932110679810739,Q3
15_24|men|ba_plus|1000_1499_week|nonparent,0.06510862699652376,0.019633308883037295,528647559.74275106,15_24,men,ba_plus,1000_1499_week,nonparent,-0.351610654458155,Q2
65_plus|women|ba_plus|500_999_week|parent,0.07932473105880826,0.042068624269202416,21541469.879615,65_plus,women,ba_plus,500_999_week,parent,0.39797421153297147,Q4_high
45_54|men|ba_plus|lt_500_week|nonparent,0.06215191676430943,0.014557568997489157,201961273.32785296,45_54,men,ba_plus,lt_500_week,nonparent,-0.5075116828607855,Q2
65_plus|men|hs|1500plus_week|nonparent,0.05652552655722872,0.0012404288047548032,103473189.317741,65_plus,men,hs,1500plus_week,nonparent,-0.804179245992751,Q1_low
65_plus|men|some_college|1500plus_week|parent,0.09617160024321018,0.073501917097375,13961770.670002,65_plus,men,some_college,1500plus_week,parent,1.286273715013859,Q4_high
55_64|women|ba_plus|1000_1499_week|parent,0.0843471059571192,0.046817147215934156,119966783.928792,55_64,women,ba_plus,1000_1499_week,parent,0.6627933348746038,Q4_high
25_34|women|some_college|1000_1499_week|nonparent,0.053833217038530265,0.005190190460630204,121031818.96510899,25_34,women,some_college,1000_1499_week,nonparent,-0.9461389883341355,Q1_low
15_24|women|ba_plus|1500plus_week|nonparent,0.07218759976115456,0.036656835222560046,116852799.5979,15_24,women,ba_plus,1500plus_week,nonparent,0.02164849079587211,Q3
15_24|women|some_college|500_999_week|parent,0.06789632206661406,0.029056168861856396,428487475.50123394,15_24,women,some_college,500_999_week,parent,-0.20462143530341248,Q3
25_34|women|hs|1000_1499_week|parent,0.06042468046772308,0.010917948399413752,203175109.761698,25_34,women,hs,1000_1499_week,parent,-0.5985851712257569,Q1_low
45_54|men|lt_hs|no_valid_earnings|parent,0.06350912534959578,0.016613918376541966,479282987.45539,45_54,men,lt_hs,no_valid_earnings,parent,-0.43594896700933783,Q2
15_24|men|lt_hs|lt_500_week|nonparent,0.09836570908388814,0.08739417553590165,427831875.59623504,15_24,men,lt_hs,lt_500_week,nonparent,1.4019643975035059,Q4_high
35_44|men|lt_hs|no_valid_earnings|parent,0.07257081819872556,0.025382984179106144,473867221.54278994,35_44,men,lt_hs,no_valid_earnings,parent,0.041854782190015434,Q3
25_34|men|ba_plus|lt_500_week|parent,0.12293199595356175,0.1296657463091148,172778499.821559,25_34,men,ba_plus,lt_500_week,parent,2.6972923418140566,Q4_high
65_plus|women|ba_plus|1000_1499_week|parent,0.05824343437410282,0.007606501674400034,44071286.77069601,65_plus,women,ba_plus,1000_1499_week,parent,-0.7135976284796229,Q1_low
35_44|men|lt_hs|1000_1499_week|parent,0.0550271460357827,0.0032422875973274414,210834068.514945,35_44,men,lt_hs,1000_1499_week,parent,-0.883185657134014,Q1_low
35_44|women|hs|1500plus_week|parent,0.07072657815852884,0.038182667118729384,33524306.110138,35_44,women,hs,1500plus_week,parent,-0.05538806418544749,Q3
35_44|women|lt_hs|no_valid_earnings|nonparent,0.061596437476470624,0.01281606529492195,229261666.10335597,35_44,women,lt_hs,no_valid_earnings,nonparent,-0.5368009217205485,Q2
25_34|men|lt_hs|500_999_week|nonparent,0.06426392941272925,0.022402356751970474,345015723.57281405,25_34,men,lt_hs,500_999_week,nonparent,-0.3961497576032597,Q2
55_64|men|lt_hs|lt_500_week|parent,0.061646529842822234,0.010781281501463439,141178641.675973,55_64,men,lt_hs,lt_500_week,parent,-0.5341596580132528,Q2
55_64|men|hs|1500plus_week|nonparent,0.05816270966872506,0.010570850104755466,688007260.904923,55_64,men,hs,1500plus_week,nonparent,-0.717854070131826,Q1_low
65_plus|men|hs|1500plus_week|parent,0.09221173687501236,0.07159743823317806,40077839.365138,65_plus,men,hs,1500plus_week,parent,1.0774785599426078,Q4_high
65_plus|men|lt_hs|lt_500_week|parent,0.051729620031746866,0.002076374587931422,8290396.524037,65_plus,men,lt_hs,lt_500_week,parent,-1.0570571747458686,Q1_low
55_64|men|hs|lt_500_week|parent,0.060423154949976,0.009298451091408474,55640978.748973,55_64,men,hs,lt_500_week,parent,-0.5986656085249635,Q1_low
65_plus|women|ba_plus|500_999_week|nonparent,0.06858362720368161,0.027995699114777544,380981098.480878,65_plus,women,ba_plus,500_999_week,nonparent,-0.1683813003967887,Q3
15_24|men|ba_plus|500_999_week|nonparent,0.07553455197382834,0.038642117722424055,658491169.6122918,15_24,men,ba_plus,500_999_week,nonparent,0.19812614703867656,Q3
25_34|men|lt_hs|no_valid_earnings|nonparent,0.08211009025277358,0.06090650442055108,215692408.152866,25_34,men,lt_hs,no_valid_earnings,nonparent,0.5448402649184957,Q4_high
55_64|men|lt_hs|1500plus_week|nonparent,0.05039491750270558,0.0,75292992.576178,55_64,men,lt_hs,1500plus_week,nonparent,-1.1274331942225193,Q1_low
55_64|men|lt_hs|1000_1499_week|nonparent,0.05459405245124228,0.004035653507515182,160545091.04654497,55_64,men,lt_hs,1000_1499_week,nonparent,-0.9060217587204272,Q1_low
15_24|women|ba_plus|1000_1499_week|nonparent,0.07279049118915734,0.03519452443256027,560998537.013641,15_24,women,ba_plus,1000_1499_week,nonparent,0.05343767074888101,Q3
65_plus|men|some_college|lt_500_week|parent,0.05325601199885584,0.003144248017011596,32276132.373342995,65_plus,men,some_college,lt_500_week,parent,-0.9765737797803814,Q1_low
25_34|men|lt_hs|1000_1499_week|parent,0.051792499278954,0.0017192628723981002,153545564.697379,25_34,men,lt_hs,1000_1499_week,parent,-1.0537416860659266,Q1_low
35_44|women|lt_hs|500_999_week|nonparent,0.08822014192181839,0.06633771289251182,53834827.404544994,35_44,women,lt_hs,500_999_week,nonparent,0.8670102660294622,Q4_high
45_54|men|hs|1500plus_week|nonparent,0.055046832746770094,0.003581345570385458,591146611.5535611,45_54,men,hs,1500plus_week,nonparent,-0.8821476188253018,Q1_low
25_34|men|lt_hs|1500plus_week|nonparent,0.060464049866373895,0.0,18600138.777923,25_34,men,lt_hs,1500plus_week,nonparent,-0.5965093067496297,Q1_low
15_24|men|hs|lt_500_week|parent,0.07301311344081705,0.03877324130768531,916492580.0887672,15_24,men,hs,lt_500_week,parent,0.06517606756603066,Q3
25_34|women|lt_hs|no_valid_earnings|nonparent,0.08206322242137745,0.05064064418586871,128603190.52889,25_34,women,lt_hs,no_valid_earnings,nonparent,0.5423690240664002,Q4_high
65_plus|men|some_college|500_999_week|parent,0.06667648196428898,0.025146426615858888,23895475.391727,65_plus,men,some_college,500_999_week,parent,-0.268941003845246,Q2
35_44|men|lt_hs|1500plus_week|parent,0.06088973269927914,0.015661805805946546,47879261.38898501,35_44,men,lt_hs,1500plus_week,parent,-0.5740639583011377,Q2
15_24|men|hs|1000_1499_week|parent,0.0731009210115812,0.0479272220157286,51823253.10835999,15_24,men,hs,1000_1499_week,parent,0.06980597361313558,Q3
15_24|men|lt_hs|500_999_week|parent,0.060119819901824904,0.01720175250287654,365250707.26796705,15_24,men,lt_hs,500_999_week,parent,-0.614659819064121,Q1_low
25_34|women|hs|1000_1499_week|nonparent,0.07859919339536628,0.01823675596447124,88861092.185546,25_34,women,hs,1000_1499_week,nonparent,0.35971815700214416,Q4_high
65_plus|women|hs|1500plus_week|nonparent,0.06433803923482075,0.021512114958530643,38744544.036885,65_plus,women,hs,1500plus_week,nonparent,-0.3922421046473097,Q2
65_plus|men|lt_hs|1000_1499_week|nonparent,0.05469069946032019,0.0032916116878074753,82771119.302742,65_plus,men,lt_hs,1000_1499_week,nonparent,-0.9009257679320434,Q1_low
55_64|women|hs|1000_1499_week|parent,0.05765125331495836,0.0,28885452.378889002,55_64,women,hs,1000_1499_week,parent,-0.7448220735115731,Q1_low
15_24|women|ba_plus|lt_500_week|parent,0.139405697465455,0.15560621669525848,98596229.420232,15_24,women,ba_plus,lt_500_week,parent,3.5659155093196238,Q4_high
35_44|women|hs|1000_1499_week|nonparent,0.05357826991472824,0.001503955630712487,142355036.297355,35_44,women,hs,1000_1499_week,nonparent,-0.9595818067598224,Q1_low
35_44|men|ba_plus|lt_500_week|parent,0.056316131672365925,0.007149956585255021,160341015.57029003,35_44,men,ba_plus,lt_500_week,parent,-0.8152201919524475,Q1_low
65_plus|men|hs|no_valid_earnings|parent,0.0585478626180054,0.008318762742057952,348529746.37021995,65_plus,men,hs,no_valid_earnings,parent,-0.6975457760586046,Q1_low
55_64|men|hs|1500plus_week|parent,0.06745725644089032,0.023570063407962364,147355807.709065,55_64,men,hs,1500plus_week,parent,-0.22777242989218946,Q3
15_24|women|ba_plus|no_valid_earnings|parent,0.08071477083272624,0.052690446972176286,107322586.28734499,15_24,women,ba_plus,no_valid_earnings,parent,0.47126804598223937,Q4_high
65_plus|men|hs|500_999_week|parent,0.05159882003472312,0.0,24835019.681548998,65_plus,men,hs,500_999_week,parent,-1.0639539797925341,Q1_low
35_44|women|ba_plus|no_valid_earnings|nonparent,0.09284223855357855,0.07095179525381395,579237751.288946,35_44,women,ba_plus,no_valid_earnings,nonparent,1.1107235695573778,Q4_high
25_34|women|some_college|1500plus_week|nonparent,0.08969282287767211,0.06077541397544282,106054231.98161699,25_34,women,some_college,1500plus_week,nonparent,0.9446615938549212,Q4_high
55_64|men|some_college|lt_500_week|parent,0.07148854917592982,0.03484376307155122,46402481.39272,55_64,men,some_college,lt_500_week,parent,-0.015210956556998279,Q3
65_plus|men|hs|1000_1499_week|parent,0.049999999999999996,0.0,25565175.352654,65_plus,men,hs,1000_1499_week,parent,-1.1482563523849918,Q1_low
15_24|men|lt_hs|500_999_week|nonparent,0.05069714725027789,0.000643144423698382,229248839.907713,15_24,men,lt_hs,500_999_week,nonparent,-1.1114972638269653,Q1_low
65_plus|men|hs|1000_1499_week|nonparent,0.06008909221358953,0.017090040731153625,204420917.521076,65_plus,men,hs,1000_1499_week,nonparent,-0.6162800245695967,Q1_low
15_24|men|ba_plus|no_valid_earnings|parent,0.20111823525905528,0.2797822079346001,96598742.30174199,15_24,men,ba_plus,no_valid_earnings,parent,6.819886088693286,Q4_high
65_plus|women|some_college|lt_500_week|parent,0.06474864535656695,0.007885551579618252,27140054.031435,65_plus,women,some_college,lt_500_week,parent,-0.3705917190426615,Q2
35_44|women|lt_hs|500_999_week|parent,0.05769769669822144,0.00910943650539222,349600857.84871,35_44,women,lt_hs,500_999_week,parent,-0.7423732129048342,Q1_low
15_24|women|some_college|1000_1499_week|nonparent,0.07421226614477194,0.035443382342264275,97034009.00798701,15_24,women,some_college,1000_1499_week,nonparent,0.1284048336863932,Q3
25_34|men|hs|1500plus_week|nonparent,0.054857407871201365,0.00601796138567497,233247827.26506197,25_34,men,hs,1500plus_week,nonparent,-0.8921355887604173,Q1_low
65_plus|men|ba_plus|500_999_week|parent,0.06525921319592805,0.016930461754129572,30126138.167942,65_plus,men,ba_plus,500_999_week,parent,-0.3436705651336794,Q2
65_plus|women|hs|lt_500_week|parent,0.049999999999999996,0.0,49066456.687394,65_plus,women,hs,lt_500_week,parent,-1.1482563523849918,Q1_low
15_24|men|hs|1500plus_week|nonparent,0.09724966014093048,0.09601657225532126,94287669.586121,15_24,men,hs,1500plus_week,nonparent,1.3431175155672728,Q4_high
15_24|men|ba_plus|lt_500_week|nonparent,0.10977791502927257,0.10618733830831611,408278235.71587396,15_24,men,ba_plus,lt_500_week,nonparent,2.0037056922179346,Q4_high
45_54|women|hs|1500plus_week|nonparent,0.05631705621165259,0.010834671096317985,215346022.968197,45_54,women,hs,1500plus_week,nonparent,-0.8151714429664905,Q1_low
35_44|men|lt_hs|1000_1499_week|nonparent,0.06550348846679566,0.03216491383152623,39592035.890362,35_44,men,lt_hs,1000_1499_week,nonparent,-0.3307904507664793,Q2
15_24|men|hs|1500plus_week|parent,0.05910952670314955,0.013043985981638601,40010733.228281,15_24,men,hs,1500plus_week,parent,-0.667930426019647,Q1_low
65_plus|men|some_college|1000_1499_week|nonparent,0.0591301733505566,0.015368392100497135,131883137.973592,65_plus,men,some_college,1000_1499_week,nonparent,-0.6668417723096028,Q1_low
65_plus|women|some_college|500_999_week|parent,0.06231866451869887,0.021593105389637445,16237363.754026,65_plus,women,some_college,500_999_week,parent,-0.4987194291898283,Q2
15_24|women|lt_hs|500_999_week|parent,0.08287759308379303,0.05603115783523506,65477514.546003,15_24,women,lt_hs,500_999_week,parent,0.5853090532881465,Q4_high
35_44|men|hs|1500plus_week|nonparent,0.0553812588882038,0.0022964616739091274,379865278.8163971,35_44,men,hs,1500plus_week,nonparent,-0.8645140412071152,Q1_low
15_24|men|some_college|1000_1499_week|nonparent,0.15104589923555925,0.19640297829347744,186418083.801772,15_24,men,some_college,1000_1499_week,nonparent,4.179678537905046,Q4_high
55_64|women|lt_hs|1000_1499_week|nonparent,0.05708276029120463,0.0,17426435.671285,55_64,women,lt_hs,1000_1499_week,nonparent,-0.7747974989277294,Q1_low
45_54|women|lt_hs|500_999_week|nonparent,0.05463343390077196,0.006216768524941569,232735562.95260397,45_54,women,lt_hs,500_999_week,nonparent,-0.9039452588271436,Q1_low
25_34|women|lt_hs|500_999_week|nonparent,0.09153811002266618,0.039043246567032786,63744220.206559,25_34,women,lt_hs,500_999_week,nonparent,1.0419596518344751,Q4_high
55_64|women|lt_hs|lt_500_week|parent,0.05984571046758903,0.017602474439060378,48111231.286034,55_64,women,lt_hs,lt_500_week,parent,-0.6291130252750765,Q1_low
15_24|women|some_college|1500plus_week|nonparent,0.0528838771272289,0.004647666603108627,46687836.973094,15_24,women,some_college,1500plus_week,nonparent,-0.9961956583665936,Q1_low
25_34|women|hs|1500plus_week|parent,0.06325457477175954,0.005563983758486244,31849363.796011,25_34,women,hs,1500plus_week,parent,-0.44937087641147555,Q2
65_plus|women|lt_hs|lt_500_week|parent,0.050857054583352164,0.001511560111732187,27899886.515564002,65_plus,women,lt_hs,lt_500_week,parent,-1.1030656909917973,Q1_low
15_24|women|hs|1000_1499_week|nonparent,0.07343055555555555,0.048611111111111105,11250474.330662,15_24,women,hs,1000_1499_week,nonparent,0.08718690051044196,Q3
15_24|men|ba_plus|500_999_week|parent,0.05287104813676405,0.0047659704616200066,48345779.011107,15_24,men,ba_plus,500_999_week,parent,-0.9968721036891843,Q1_low
45_54|women|lt_hs|1000_1499_week|parent,0.10997222222222222,0.04861111111111111,4752151.806359,45_54,women,lt_hs,1000_1499_week,parent,2.013951096342028,Q4_high
15_24|men|lt_hs|1000_1499_week|nonparent,0.06480555555555556,0.02777777777777778,27741709.925094,15_24,men,lt_hs,1000_1499_week,nonparent,-0.3675909655524292,Q2
55_64|men|lt_hs|1000_1499_week|parent,0.07683770488930078,0.0,32535235.422089003,55_64,men,lt_hs,1000_1499_week,parent,0.26683862263892744,Q3
65_plus|women|ba_plus|1500plus_week|parent,0.07008333333333334,0.041666666666666664,3880080.149782,65_plus,women,ba_plus,1500plus_week,parent,-0.0893049927603336,Q3
35_44|women|lt_hs|1000_1499_week|nonparent,0.05,0.0,23685917.467753,35_44,women,lt_hs,1000_1499_week,nonparent,-1.1482563523849914,Q1_low
25_34|men|lt_hs|1000_1499_week|nonparent,0.05145454712949966,0.0025165175250859164,37762594.212706,25_34,men,lt_hs,1000_1499_week,nonparent,-1.0715611825714577,Q1_low
65_plus|men|ba_plus|1000_1499_week|parent,0.05093439390345102,0.0,4455542.751403,65_plus,men,ba_plus,1000_1499_week,parent,-1.0989877534895005,Q1_low
15_24|men|ba_plus|lt_500_week|parent,0.05120899747181348,0.0,31562820.767615,15_24,men,ba_plus,lt_500_week,parent,-1.0845084926392823,Q1_low
65_plus|men|lt_hs|500_999_week|parent,0.049999999999999996,0.0,15503910.128973,65_plus,men,lt_hs,500_999_week,parent,-1.1482563523849918,Q1_low
65_plus|women|lt_hs|1000_1499_week|nonparent,0.05265625000000001,0.0,8461339.277026,65_plus,women,lt_hs,1000_1499_week,nonparent,-1.008197951604759,Q1_low
35_44|men|lt_hs|1500plus_week|nonparent,0.06404861111111111,0.024305555555555552,10021529.23389,35_44,men,lt_hs,1500plus_week,nonparent,-0.4075030327028747,Q2
65_plus|men|some_college|1000_1499_week|parent,0.049999999999999996,0.0,15953637.586539,65_plus,men,some_college,1000_1499_week,parent,-1.1482563523849918,Q1_low
15_24|men|some_college|1500plus_week|parent,0.057776643495565785,0.01419095528387918,34164347.947934,15_24,men,some_college,1500plus_week,parent,-0.7382105165536735,Q1_low
65_plus|women|hs|500_999_week|parent,0.07932834191932558,0.03698063298870685,22031020.427704,65_plus,women,hs,500_999_week,parent,0.3981646045116056,Q4_high
15_24|women|ba_plus|500_999_week|parent,0.05882964153941096,0.01577068346795943,41781710.356522,15_24,women,ba_plus,500_999_week,parent,-0.6826881741364808,Q1_low
65_plus|women|hs|1500plus_week|parent,0.07125,0.0,1976743.982309,65_plus,women,hs,1500plus_week,parent,-0.02778914614313451,Q3
25_34|women|lt_hs|1500plus_week|nonparent,0.049999999999999996,0.0,56500927.900674,25_34,women,lt_hs,1500plus_week,nonparent,-1.1482563523849918,Q1_low
15_24|men|some_college|1500plus_week|nonparent,0.061950569199874204,0.021119783955478987,32995203.558904998,15_24,men,some_college,1500plus_week,nonparent,-0.5181283107669662,Q2
35_44|women|lt_hs|1000_1499_week|parent,0.060625,0.0,10016065.868775,35_44,women,lt_hs,1000_1499_week,parent,-0.588022749264063,Q2
55_64|men|lt_hs|1500plus_week|parent,0.05417722921746207,0.0,74334747.64425099,55_64,men,lt_hs,1500plus_week,parent,-0.9279999593910345,Q1_low
15_24|men|some_college|1000_1499_week|parent,0.04999999999999999,0.0,16256298.97979,15_24,men,some_college,1000_1499_week,parent,-1.148256352384992,Q1_low
65_plus|women|lt_hs|500_999_week|nonparent,0.07200437277163957,0.028228829726285543,16409554.411177,65_plus,women,lt_hs,500_999_week,nonparent,0.011987322181755893,Q3
65_plus|men|hs|lt_500_week|parent,0.05000000000000001,0.0,3402391.508436,65_plus,men,hs,lt_500_week,parent,-1.148256352384991,Q1_low
15_24|men|ba_plus|1500plus_week|parent,0.13376041666666666,0.07291666666666667,13068897.956483,15_24,men,ba_plus,1500plus_week,parent,3.2682518855516625,Q4_high
15_24|men|ba_plus|1000_1499_week|parent,0.11362112543740568,0.11936421282815324,22260543.098065,15_24,men,ba_plus,1000_1499_week,parent,2.206349985347371,Q4_high
65_plus|men|lt_hs|1500plus_week|nonparent,0.05,0.0,14874358.691663,65_plus,men,lt_hs,1500plus_week,nonparent,-1.1482563523849914,Q1_low
45_54|women|lt_hs|1000_1499_week|nonparent,0.05106478541395837,0.0,29765823.528217003,45_54,women,lt_hs,1000_1499_week,nonparent,-1.0921124870661674,Q1_low
15_24|women|ba_plus|1000_1499_week|parent,0.08655208333333334,0.0625,13869137.008065,15_24,women,ba_plus,1000_1499_week,parent,0.7790570920771053,Q4_high
15_24|women|some_college|1500plus_week|parent,0.15290277777777778,0.2013888888888889,20433695.074216,15_24,women,some_college,1500plus_week,parent,4.277587785553519,Q4_high
25_34|women|hs|1500plus_week|nonparent,0.07946044944549022,0.047554568191119855,79185349.319483,25_34,women,hs,1500plus_week,nonparent,0.40513035278290954,Q4_high
